"","ensembl_gene_id","hgnc_symbol","description","chromosome_name","band","occurences","median_log2FC","sd_log2FC","mean_log2FC","chr_band","Blood","Cerebellum","Cortex","Endothelia","ESCs","fetalliver","Fibroblasts","Forebrain","Heart","Hippocampus","iPSCs","Liver","Muscle","NPCs","Placenta","Thymus","wholebrain","wholeembryo","entropy","pseudotscore","interactor_level","tad"
"ENSG00000164086","ENSG00000164086","DUSP7","dual specificity phosphatase 7 ","3","p21.2",4,-0.22240763250725,1.8587615322168,0.260240694812815,"3p21.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.280015150197827,"2",657
"ENSG00000164089","ENSG00000164089","ETNPPL","ethanolamine-phosphate phospho-lyase ","4","q25",4,1.12323740623685,0.401418773881463,1.13245608653389,"4q25",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5.6422676776363,"4",914
"ENSG00000164111","ENSG00000164111","ANXA5","annexin A5 ","4","q27",4,1.05658130786691,1.15314671056226,0.723794919909723,"4q27",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.25533882771397,"3",926
"ENSG00000164120","ENSG00000164120","HPGD","15-hydroxyprostaglandin dehydrogenase ","4","q34.1",4,2.96885210603476,1.95757019086912,2.98370915208664,"4q34.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.04838024812988,"5+",986
"ENSG00000164330","ENSG00000164330","EBF1","early B cell factor 1 ","5","q33.3",4,-1.08825532673673,2.71551049156149,-1.6842645908007,"5q33.3",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.24047732169298,"2",1153
"ENSG00000164694","ENSG00000164694","FNDC1","fibronectin type III domain containing 1 ","6","q25.3",4,-1.04459601703011,1.60833405959084,-1.1684397865866,"6q25.3",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,-1.45298146192819,"5+",1343
"ENSG00000165949","ENSG00000165949","IFI27","interferon alpha inducible protein 27 ","14","q32.12",4,3.37310250167764,1.95331346798843,3.24106059781103,"14q32.12",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3.31852582898408,"1",2416
"ENSG00000166265","ENSG00000166265","CYYR1","cysteine and tyrosine rich 1 ","21","q21.3",4,1.45547838361309,1.08424044880031,1.53733085220807,"21q21.3",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2.83577476547587,"0",2932
"ENSG00000166794","ENSG00000166794","PPIB","peptidylprolyl isomerase B ","15","q22.31",4,0.821845110125467,1.12371828202095,0.357175310395005,"15q22.31",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.635702588646407,"1",NA
"ENSG00000166796","ENSG00000166796","LDHC","lactate dehydrogenase C ","11","p15.1",4,-0.0869041574728273,2.35131491157686,0.577906003004818,"11p15.1",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.491559850328392,"2",1977
"ENSG00000166797","ENSG00000166797","CIAO2A","cytosolic iron-sulfur assembly component 2A ","15","q22.31",4,0.817070173229795,0.19394015653874,0.837880730155117,"15q22.31",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.64061105352103,"3",2472
"ENSG00000166923","ENSG00000166923","GREM1","gremlin 1, DAN family BMP antagonist ","15","q13.3",4,-0.961426883519694,2.25916018916339,-1.14370610310571,"15q13.3",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1.01250553952905,"2",2438
"ENSG00000166979","ENSG00000166979","EVA1C","eva-1 homolog C ","21","q22.11",4,0.711407638080821,1.67810097366085,0.347126732722937,"21q22.11",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.413713761175723,"0",2939
"ENSG00000167483","ENSG00000167483","FAM129C","family with sequence similarity 129 member C ","19","p13.11",4,-2.17337984961618,1.94763731750961,-1.60319245604202,"19p13.11",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.6462946582806,"5+",2803
"ENSG00000167555","ENSG00000167555","ZNF528","zinc finger protein 528 ","19","q13.41",4,0.632154908649048,3.08220296504461,0.819504158247652,"19q13.41",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.53176521309056,"3",2851
"ENSG00000167851","ENSG00000167851","CD300A","CD300a molecule ","17","q25.1",4,-0.889878596390354,1.17043253178102,-0.852459454944291,"17q25.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.45665714476873,"1",2685
"ENSG00000168329","ENSG00000168329","CX3CR1","C-X3-C motif chemokine receptor 1 ","3","p22.2",4,0.981827714783519,0.724260827871431,1.25424163710182,"3p22.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.46350814191617,"1",640
"ENSG00000168528","ENSG00000168528","SERINC2","serine incorporator 2 ","1","p35.2",4,0.226945213780566,1.43438712336684,0.291061991887238,"1p35.2",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0.405834641354068,"5+",59
"ENSG00000168615","ENSG00000168615","ADAM9","ADAM metallopeptidase domain 9 ","8","p11.22",4,0.786203302863312,0.744000396176442,1.08890868619836,"8p11.22",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.92717232892473,"2",1559
"ENSG00000170340","ENSG00000170340","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 ","2","p15",4,0.881653980424953,1.75512341335186,0.516620796206629,"2p15",0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0.588700250109486,"2",418
"ENSG00000170345","ENSG00000170345","FOS","Fos proto-oncogene, AP-1 transcription factor subunit ","14","q24.3",4,-1.06296507562638,1.42377248685152,-0.448934043923481,"14q24.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.630626098016881,"1",2398
"ENSG00000170348","ENSG00000170348","TMED10","transmembrane p24 trafficking protein 10 ","14","q24.3",4,-0.122405564261827,1.54463978058573,-0.0495673418313223,"14q24.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-0.0641798074273684,"1",2398
"ENSG00000170425","ENSG00000170425","ADORA2B","adenosine A2b receptor ","17","p12",4,0.697313734861077,1.56656314059173,0.225583420856701,"17p12",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.287997866171539,"2",2634
"ENSG00000170624","ENSG00000170624","SGCD","sarcoglycan delta ","5","q33.2",4,0.806429800025452,0.79767300768696,0.511547527072526,"5q33.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1.28259956684727,"3",1151
"ENSG00000170989","ENSG00000170989","S1PR1","sphingosine-1-phosphate receptor 1 ","1","p21.2",4,0.964221110073904,0.341881164535894,0.967359747773608,"1p21.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5.65904090730946,"1",165
"ENSG00000171243","ENSG00000171243","SOSTDC1","sclerostin domain containing 1 ","7","p21.1",4,3.65472159503385,1.95436671622316,3.58382930153335,"7p21.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.66750955364113,"2",1367
"ENSG00000171291","ENSG00000171291","ZNF439","zinc finger protein 439 ","19","p13.2",4,-0.640689480543424,3.7325613587043,1.13692021715909,"19p13.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.609190369775331,"3",2794
"ENSG00000172531","ENSG00000172531","PPP1CA","protein phosphatase 1 catalytic subunit alpha ","11","q13.2",4,-1.17650308720578,0.470228688823582,-1.20618708676423,"11q13.2",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-5.13021478881633,"2",2030
"ENSG00000173114","ENSG00000173114","LRRN3","leucine rich repeat neuronal 3 ","7","q31.1",4,-1.49487954704527,2.62620316688561,-1.98470686033235,"7q31.1",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1.51146482904139,"5+",1473
"ENSG00000174938","ENSG00000174938","SEZ6L2","seizure related 6 homolog like 2 ","16","p11.2",4,-0.12726350542346,1.21276038728964,-0.125272480438797,"16p11.2",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.206590653441054,"5+",2556
"ENSG00000176293","ENSG00000176293","ZNF135","zinc finger protein 135 ","19","q13.43",4,0.18661315882688,3.77499497664969,0.90702588905274,"19q13.43",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.480544156833674,"3",2857
"ENSG00000176340","ENSG00000176340","COX8A","cytochrome c oxidase subunit 8A ","11","q13.1",4,-1.34033924554463,0.575105737644167,-1.35740702226535,"11q13.1",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-4.72054766076847,"2",2023
"ENSG00000176623","ENSG00000176623","RMDN1","regulator of microtubule dynamics 1 ","8","q21.3",4,0.952798246339396,1.23831323198598,0.523414415523452,"8q21.3",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.845366748902475,"5+",1604
"ENSG00000176788","ENSG00000176788","BASP1","brain abundant membrane attached signal protein 1 ","5","p15.1",4,-1.0377260749649,1.00788696882274,-1.49589333986874,"5p15.1",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-2.96837519710371,"5+",1016
"ENSG00000176903","ENSG00000176903","PNMA1","PNMA family member 1 ","14","q24.3",4,-0.942219825054381,0.829813448812283,-0.567943799305214,"14q24.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.36884693811149,"5+",2395
"ENSG00000177733","ENSG00000177733","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0 ","5","q31.2",4,0.158405233701217,1.05675363840388,0.245904317351651,"5q31.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.46539573352795,"2",1125
"ENSG00000178222","ENSG00000178222","RNF212","ring finger protein 212 ","4","p16.3",4,-0.720159193273103,3.14915964918198,-0.128752904656018,"4p16.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.0817696903295851,"5+",809
"ENSG00000178425","ENSG00000178425","NT5DC1","5'-nucleotidase domain containing 1 ","6","q22.1",4,-0.649572253946273,1.05120772336664,-0.405301694819941,"6q22.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.771116280466255,"5+",1291
"ENSG00000179091","ENSG00000179091","CYC1","cytochrome c1 ","8","q24.3",4,-1.03254938692733,0.338863508317681,-1.06923358832977,"8q24.3",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-6.31070364370642,"1",1661
"ENSG00000179115","ENSG00000179115","FARSA","phenylalanyl-tRNA synthetase subunit alpha ","19","p13.13",4,-0.6289163280484,0.700410036717892,-0.381775658218114,"19p13.13",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.09014902187041,"3",2795
"ENSG00000179163","ENSG00000179163","FUCA1","alpha-L-fucosidase 1 ","1","p36.11",4,0.0685103944372027,1.39913905515242,0.380701374985225,"1p36.11",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.544193764848845,"1",45
"ENSG00000180370","ENSG00000180370","PAK2","p21 (RAC1) activated kinase 2 ","3","q29",4,0.0540624892575754,1.23747071297931,0.10264069788995,"3q29",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.165887882134737,"2",806
"ENSG00000180543","ENSG00000180543","TSPYL5","TSPY like 5 ","8","q22.1",4,-1.51599987765154,0.596341760768097,-1.41839507277209,"8q22.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-4.75698723814069,"5+",1613
"ENSG00000182087","ENSG00000182087","TMEM259","transmembrane protein 259 ","19","p13.3",4,-0.0272393345771476,1.06766650675376,-0.122547917067451,"19p13.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,-0.229562164387937,"5+",2777
"ENSG00000182093","ENSG00000182093","WRB","tryptophan rich basic protein ","21","q22.2",4,-0.519869117857203,1.39043631395519,-0.58565512581928,"21q22.2",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.84240481917988,"0",NA
"ENSG00000182568","ENSG00000182568","SATB1","SATB homeobox 1 ","3","p24.3",4,-1.43317248857061,2.01816156061702,-1.38207826380764,"3p24.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.36964085609191,"1",616
"ENSG00000184441","ENSG00000184441","","novel transcript, antisense to C21orf2","21","q22.3",4,0.873679821588414,0.190101269023169,0.870995316730532,"21q22.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9.16348766324521,"0",2955
"ENSG00000184787","ENSG00000184787","UBE2G2","ubiquitin conjugating enzyme E2 G2 ","21","q22.3",4,0.720345399561764,0.366816317276478,0.892118112578887,"21q22.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4.86411356617202,"0",2956
"ENSG00000184809","ENSG00000184809","B3GALT5-AS1","B3GALT5 antisense RNA 1 ","21","q22.2",4,-0.107542573300823,2.13194600275181,0.46277152038356,"21q22.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.434130620368657,"0",2949
"ENSG00000184979","ENSG00000184979","USP18","ubiquitin specific peptidase 18 ","22","q11.21",4,0.784668124215916,0.0859788135346278,0.784668124215916,"22q11.21",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18.2525925157107,"1",2960
"ENSG00000185201","ENSG00000185201","IFITM2","interferon induced transmembrane protein 2 ","11","p15.5",4,-1.08762911581962,1.07835452904325,-0.85138590450957,"11p15.5",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.57904637404352,"1",1953
"ENSG00000185274","ENSG00000185274","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17 ","7","q11.22",4,-0.764602218491635,0.262167286020518,-0.858486689063897,"7q11.22",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-6.54915189530329,"3",1427
"ENSG00000185624","ENSG00000185624","P4HB","prolyl 4-hydroxylase subunit beta ","17","q25.3",4,0.720812006197758,1.0162911297326,0.233910881351232,"17q25.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.46032258770728,"1",NA
"ENSG00000185742","ENSG00000185742","C11orf87","chromosome 11 open reading frame 87 ","11","q22.3",4,0.00952327910210649,1.69336303619926,0.25956583687099,"11q22.3",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.306568445539692,"5+",2076
"ENSG00000186088","ENSG00000186088","GSAP","gamma-secretase activating protein ","7","q11.23",4,-1.21767619921862,0.987639318640633,-0.75509283906077,"7q11.23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1.52908622572877,"5+",1433
"ENSG00000186439","ENSG00000186439","TRDN","triadin ","6","q22.31",4,1.17690831209994,3.24019188055988,0.721732427828292,"6q22.31",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.445487461504028,"3",1299
"ENSG00000186687","ENSG00000186687","LYRM7","LYR motif containing 7 ","5","q23.3",4,0.637394667187497,0.515567561358337,0.878263177442096,"5q23.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3.40697609107984,"5+",1118
"ENSG00000187091","ENSG00000187091","PLCD1","phospholipase C delta 1 ","3","p22.2",4,0.719275333671493,1.0631506865239,0.225797570453622,"3p22.2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.424770586739487,"2",NA
"ENSG00000187109","ENSG00000187109","NAP1L1","nucleosome assembly protein 1 like 1 ","12","q21.2",4,-1.0957222796921,0.19262525763918,-1.09754737632987,"12q21.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-11.3956745837118,"2",2193
"ENSG00000196159","ENSG00000196159","FAT4","FAT atypical cadherin 4 ","4","q28.1",4,-1.13036752812177,1.53978161795056,-0.75952643859728,"4q28.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,-0.986537869711946,"4",932
"ENSG00000196611","ENSG00000196611","MMP1","matrix metallopeptidase 1 ","11","q22.2",4,-0.0368148098543077,2.3512015669815,0.0496830531406892,"11q22.2",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0422618407867709,"2",2072
"ENSG00000196715","ENSG00000196715","VKORC1L1","vitamin K epoxide reductase complex subunit 1 like 1 ","7","q11.21",4,-1.02595187728267,0.170763040607297,-0.958025736065342,"7q11.21",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-11.2205279627049,"2",1423
"ENSG00000196743","ENSG00000196743","GM2A","GM2 ganglioside activator ","5","q33.1",4,-0.0645716618518706,1.67053743515947,-0.283485614330965,"5q33.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.339394506659354,"1",1147
"ENSG00000196776","ENSG00000196776","CD47","CD47 molecule ","3","q13.12",4,1.14639143924431,1.47755165722064,1.68109859693371,"3q13.12",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.2755192195391,"1",708
"ENSG00000196839","ENSG00000196839","ADA","adenosine deaminase ","20","q13.12",4,0.022410554180843,0.90225129044642,0.126506824042759,"20q13.12",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.280424811540397,"2",2897
"ENSG00000196961","ENSG00000196961","AP2A1","adaptor related protein complex 2 subunit alpha 1 ","19","q13.33",4,0.806630272320258,0.980753943770118,0.457758635258765,"19q13.33",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.93348313951019,"1",2845
"ENSG00000197747","ENSG00000197747","S100A10","S100 calcium binding protein A10 ","1","q21.3",4,-0.0435917848622711,1.17977946577155,-0.174771938131021,"1q21.3",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-0.296278996544026,"2",205
"ENSG00000198336","ENSG00000198336","MYL4","myosin light chain 4 ","17","q21.32",4,-0.738505144974267,1.65941701023687,-0.555842876546492,"17q21.32",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.669925489635844,"2",2659
"ENSG00000198467","ENSG00000198467","TPM2","tropomyosin 2 ","9","p13.3",4,0.799173347207317,0.871449964252969,0.517613461610444,"9p13.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.18793615891454,"2",1710
"ENSG00000198682","ENSG00000198682","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2 ","10","q23.2",4,0.675140312564032,1.0022348918785,1.14855019413184,"10q23.2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.29197806510028,"3",1906
"ENSG00000198732","ENSG00000198732","SMOC1","SPARC related modular calcium binding 1 ","14","q24.2",4,-4.20522409416865,3.9664249654785,-3.90406827684955,"14q24.2",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,-1.96855773691843,"5+",2392
"ENSG00000198812","ENSG00000198812","LRRC10","leucine rich repeat containing 10 ","12","q15",4,0.786140964141904,0.858579722793216,0.444141527226457,"12q15",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0345958923454,"5+",NA
"ENSG00000198825","ENSG00000198825","INPP5F","inositol polyphosphate-5-phosphatase F ","10","q26.11",4,1.55443433191559,1.3194503324805,1.23759198308765,"10q26.11",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1.87592052936322,"2",1941
"ENSG00000198833","ENSG00000198833","UBE2J1","ubiquitin conjugating enzyme E2 J1 ","6","q15",4,0.807121414061335,1.26599068404955,0.202793025980238,"6q15",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.32037048697951,"1",1268
"ENSG00000204010","ENSG00000204010","IFIT1B","interferon induced protein with tetratricopeptide repeats 1B ","10","q23.31",4,1.06224829086927,0.12630459816949,1.06224829086927,"10q23.31",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16.8204215248572,"5+",1909
"ENSG00000205364","ENSG00000205364","MT1M","metallothionein 1M ","16","q13",4,1.33732781162075,1.19945405250364,1.04567280097398,"16q13",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.74358125480727,"5+",2574
"ENSG00000214063","ENSG00000214063","TSPAN4","tetraspanin 4 ","11","p15.5",4,0.864893705480521,1.35833353985264,0.789020483269897,"11p15.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16174777419616,"5+",1953
"ENSG00000215424","ENSG00000215424","MCM3AP-AS1","MCM3AP antisense RNA 1 ","21","q22.3",4,0.625592617035091,0.808386012737442,0.360202127633763,"21q22.3",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.891163681603071,"0",2958
"ENSG00000221968","ENSG00000221968","FADS3","fatty acid desaturase 3 ","11","q12.2",4,-0.0202105039498049,1.17902143070601,-0.277884206770703,"11q12.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.471381095429797,"5+",2020
"ENSG00000237693","ENSG00000237693","IRGM","immunity related GTPase M ","5","q33.1",4,0.782234162567712,0.0440148282882178,0.782234162567712,"5q33.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,35.544119697366,"3",NA
"ENSG00000241945","ENSG00000241945","PWP2","PWP2, small subunit processome component ","21","q22.3",4,0.875819787061468,2.14294684321159,1.86046359722739,"21q22.3",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1.73636000642849,"0",NA
"ENSG00000248874","ENSG00000248874","C5orf17","chromosome 5 open reading frame 17 (putative) ","5","p14.2",4,5.96017688143156,7.87804478383311,3.58706289819825,"5p14.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0.91064800889668,"5+",NA
"ENSG00000250722","ENSG00000250722","SELENOP","selenoprotein P ","5","p12",4,-0.701606853834581,2.38837343709742,-1.15967312264981,"5p12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.971098660399737,"2",NA
"ENSG00000267206","ENSG00000267206","LCN6","lipocalin 6 ","9","q34.3",4,1.04996680956554,0.774348390814976,1.28996038071791,"9q34.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.33173128792912,"5+",NA
"ENSG00000270170","ENSG00000270170","NCBP2-AS2","NCBP2 antisense RNA 2 (head to head) ","3","q29",4,-1.09851571991074,0.102213541747159,-1.13641433463596,"3q29",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-22.2360817404617,"5+",NA
"ENSG00000275214","ENSG00000275214","IFI27","interferon alpha inducible protein 27 ","14","",4,2.20696257522301,3.00029989381954,2.15639253865922,"14",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1.43745133151607,"5+",NA
